n_classes,C,max_iter,seed,n_train,acc,xent,err
2,1.0,10000,8,6,0.5215,20.220689624356343,0.47850000000000004
5,1.0,10000,8,6,0.5744,inf,0.4256
10,1.0,10000,8,6,0.27,inf,0.73
2,1.0,10000,9,6,0.9875,0.18391171845680263,0.012499999999999956
5,1.0,10000,9,6,0.5356,inf,0.46440000000000003
10,1.0,10000,9,6,0.3895,inf,0.6105
2,100.0,10000,0,6,0.971,0.19734258686373118,0.029000000000000026
5,100.0,10000,0,6,0.591,inf,0.40900000000000003
10,100.0,10000,0,6,0.4368,inf,0.5631999999999999
2,100.0,10000,1,6,0.9745,0.19681742374889735,0.025499999999999967
5,100.0,10000,1,6,0.5806,5.771353131075505,0.4194
10,100.0,10000,1,6,0.3476,inf,0.6524
2,100.0,10000,2,6,0.994,0.03438447348636711,0.006000000000000005
5,100.0,10000,2,6,0.6006,inf,0.3994
10,100.0,10000,2,6,0.4617,inf,0.5383
2,100.0,10000,3,6,0.979,0.13932543867192645,0.02100000000000002
5,100.0,10000,3,6,0.514,inf,0.486
10,100.0,10000,3,6,0.3391,inf,0.6609
2,100.0,10000,4,6,0.65,7.240994875637651,0.35
5,100.0,10000,4,6,0.3852,inf,0.6148
10,100.0,10000,4,6,0.4381,inf,0.5619000000000001
2,100.0,10000,5,6,0.983,0.11250656168104821,0.017000000000000015
5,100.0,10000,5,6,0.7044,3.3933564545027197,0.2956
10,100.0,10000,5,6,0.4311,inf,0.5689
2,100.0,10000,6,6,0.8375,1.4575406962020088,0.16249999999999998
5,100.0,10000,6,6,0.2348,inf,0.7652
10,100.0,10000,6,6,0.3417,inf,0.6583
2,100.0,10000,7,6,0.9895,0.06536217195499926,0.010499999999999954
5,100.0,10000,7,6,0.6148,inf,0.3852
10,100.0,10000,7,6,0.4524,inf,0.5476
2,100.0,10000,8,6,0.993,0.022712670093764334,0.007000000000000006
5,100.0,10000,8,6,0.7482,inf,0.2518
10,100.0,10000,8,6,0.3961,inf,0.6039
2,100.0,10000,9,6,0.919,0.5525958417575654,0.08099999999999996
5,100.0,10000,9,6,0.574,inf,0.42600000000000005
10,100.0,10000,9,6,0.3235,inf,0.6765
2,0.01,10000,0,7,0.9845,0.1354045803959368,0.015499999999999958
5,0.01,10000,0,7,0.2,2.747476433232693,0.8
10,0.01,10000,0,7,0.1,inf,0.9
2,0.01,10000,1,7,0.792,3.8829932769256086,0.20799999999999996
5,0.01,10000,1,7,0.3728,inf,0.6272
10,0.01,10000,1,7,0.1996,inf,0.8004
2,0.01,10000,2,7,0.5,1.1448050086842727,0.5
5,0.01,10000,2,7,0.5052,inf,0.4948
10,0.01,10000,2,7,0.1063,inf,0.8936999999999999
2,0.01,10000,3,7,0.5015,92.69784769780112,0.49850000000000005
5,0.01,10000,3,7,0.4002,2.858189450228404,0.5998
10,0.01,10000,3,7,0.1953,inf,0.8047
2,0.01,10000,4,7,0.78,4.614304291267046,0.21999999999999997
5,0.01,10000,4,7,0.2,2.9584245427945297,0.8
10,0.01,10000,4,7,0.1875,inf,0.8125
2,0.01,10000,5,7,0.5165,72.0215034355676,0.48350000000000004
5,0.01,10000,5,7,0.2,inf,0.8
10,0.01,10000,5,7,0.191,inf,0.8089999999999999
2,0.01,10000,6,7,0.5,1.3803170929108164,0.5
5,0.01,10000,6,7,0.4084,79.24373683261973,0.5916
10,0.01,10000,6,7,0.4941,inf,0.5059
2,0.01,10000,7,7,0.8795,2.489496999637483,0.12050000000000005
5,0.01,10000,7,7,0.3816,inf,0.6184000000000001
10,0.01,10000,7,7,0.2145,inf,0.7855
2,0.01,10000,8,7,0.5,1.403272871857521,0.5
5,0.01,10000,8,7,0.335,152.28150740455087,0.665
10,0.01,10000,8,7,0.1008,inf,0.8992
2,0.01,10000,9,7,0.92,1.0438540758856585,0.07999999999999996
5,0.01,10000,9,7,0.2032,inf,0.7968
10,0.01,10000,9,7,0.1481,inf,0.8519
2,1.0,10000,0,7,0.987,0.11342775192124722,0.013000000000000012
5,1.0,10000,0,7,0.7382,2.237696736727553,0.26180000000000003
10,1.0,10000,0,7,0.3554,inf,0.6446000000000001
2,1.0,10000,1,7,0.556,13.144883152111822,0.44399999999999995
5,1.0,10000,1,7,0.709,inf,0.29100000000000004
10,1.0,10000,1,7,0.3429,inf,0.6571
2,1.0,10000,2,7,0.7655,5.328565306055594,0.23450000000000004
5,1.0,10000,2,7,0.8792,1.0496939440182784,0.12080000000000002
10,1.0,10000,2,7,0.3992,inf,0.6008
2,1.0,10000,3,7,0.9625,0.26605527275362395,0.03749999999999998
5,1.0,10000,3,7,0.6076,inf,0.39239999999999997
10,1.0,10000,3,7,0.3448,inf,0.6552
2,1.0,10000,4,7,0.5285,20.203729277022102,0.47150000000000003
5,1.0,10000,4,7,0.6604,7.192954772200625,0.3396
10,1.0,10000,4,7,0.3587,inf,0.6413
2,1.0,10000,5,7,0.988,0.11832599980956794,0.01200000000000001
5,1.0,10000,5,7,0.6904,inf,0.3096
10,1.0,10000,5,7,0.5967,inf,0.4033
2,1.0,10000,6,7,0.9585,0.4696806793597208,0.04149999999999998
5,1.0,10000,6,7,0.4228,inf,0.5771999999999999
10,1.0,10000,6,7,0.3549,inf,0.6451
2,1.0,10000,7,7,0.959,0.2696039517918136,0.041000000000000036
5,1.0,10000,7,7,0.4682,inf,0.5318
10,1.0,10000,7,7,0.3033,inf,0.6967
2,1.0,10000,8,7,0.792,2.697901062681856,0.20799999999999996
5,1.0,10000,8,7,0.2662,inf,0.7338
10,1.0,10000,8,7,0.4396,inf,0.5604
2,1.0,10000,9,7,0.9865,0.15658259686358417,0.013499999999999956
5,1.0,10000,9,7,0.701,inf,0.29900000000000004
10,1.0,10000,9,7,0.4741,inf,0.5259
2,100.0,10000,0,7,0.8025,1.9263861025938376,0.1975
5,100.0,10000,0,7,0.585,inf,0.41500000000000004
10,100.0,10000,0,7,0.3919,inf,0.6081
2,100.0,10000,1,7,0.992,0.055920639724262665,0.008000000000000007
5,100.0,10000,1,7,0.4334,inf,0.5666
10,100.0,10000,1,7,0.3736,inf,0.6264000000000001
2,100.0,10000,2,7,0.8865,1.7227342957828327,0.11350000000000005
5,100.0,10000,2,7,0.7602,2.3799879873786844,0.2398
10,100.0,10000,2,7,0.2984,inf,0.7016
2,100.0,10000,3,7,0.985,0.111077716463013,0.015000000000000013
5,100.0,10000,3,7,0.5164,inf,0.48360000000000003
10,100.0,10000,3,7,0.2966,inf,0.7034
2,100.0,10000,4,7,0.904,1.3468941208361993,0.09599999999999997
5,100.0,10000,4,7,0.4126,inf,0.5873999999999999
10,100.0,10000,4,7,0.4061,inf,0.5939
2,100.0,10000,5,7,0.978,0.22802492797737697,0.02200000000000002
5,100.0,10000,5,7,0.5616,inf,0.4384
10,100.0,10000,5,7,0.3099,inf,0.6900999999999999
2,100.0,10000,6,7,0.513,16.0550056881744,0.487
5,100.0,10000,6,7,0.6168,inf,0.3832
10,100.0,10000,6,7,0.4312,inf,0.5688
2,100.0,10000,7,7,0.89,1.1245244838492772,0.10999999999999999
5,100.0,10000,7,7,0.5308,inf,0.46919999999999995
10,100.0,10000,7,7,0.3565,inf,0.6435
2,100.0,10000,8,7,0.8535,1.6640958721437438,0.14649999999999996
5,100.0,10000,8,7,0.75,inf,0.25
10,100.0,10000,8,7,0.3556,inf,0.6444
2,100.0,10000,9,7,0.8675,1.1905998448008295,0.13249999999999995
5,100.0,10000,9,7,0.8052,2.2039138747732627,0.19479999999999997
10,100.0,10000,9,7,0.2836,inf,0.7163999999999999
2,0.01,10000,0,8,0.9865,0.06428297433739685,0.013499999999999956
5,0.01,10000,0,8,0.5056,inf,0.49439999999999995
10,0.01,10000,0,8,0.1049,inf,0.8951
2,0.01,10000,1,8,0.5,1.68723345995043,0.5
5,0.01,10000,1,8,0.235,inf,0.765
10,0.01,10000,1,8,0.2052,inf,0.7948
2,0.01,10000,2,8,0.6555,14.890521114778812,0.34450000000000003
5,0.01,10000,2,8,0.3944,inf,0.6056
10,0.01,10000,2,8,0.1917,inf,0.8083
2,0.01,10000,3,8,0.655,13.69127109350609,0.345
5,0.01,10000,3,8,0.3448,4.12641065779959,0.6552
10,0.01,10000,3,8,0.1582,inf,0.8418
2,0.01,10000,4,8,0.5,inf,0.5
5,0.01,10000,4,8,0.384,inf,0.616
10,0.01,10000,4,8,0.1727,inf,0.8273
2,0.01,10000,5,8,0.989,0.07465244001008069,0.01100000000000001
5,0.01,10000,5,8,0.365,2.75632194468992,0.635
10,0.01,10000,5,8,0.1089,inf,0.8911
2,0.01,10000,6,8,0.993,0.07269569831072706,0.007000000000000006
5,0.01,10000,6,8,0.2,2.5273029016655175,0.8
10,0.01,10000,6,8,0.1,inf,0.9
2,0.01,10000,7,8,0.69,14.217231450485455,0.31000000000000005
5,0.01,10000,7,8,0.396,inf,0.604
10,0.01,10000,7,8,0.1043,inf,0.8956999999999999
2,0.01,10000,8,8,0.9875,0.11447656537584566,0.012499999999999956
5,0.01,10000,8,8,0.3984,inf,0.6016
10,0.01,10000,8,8,0.1066,inf,0.8934
2,0.01,10000,9,8,0.5,1.0363995869338847,0.5
5,0.01,10000,9,8,0.3634,inf,0.6366
10,0.01,10000,9,8,0.1988,inf,0.8012
2,1.0,10000,0,8,0.989,0.08930246398492808,0.01100000000000001
5,1.0,10000,0,8,0.657,6.834823477746214,0.34299999999999997
10,1.0,10000,0,8,0.4651,inf,0.5348999999999999
2,1.0,10000,1,8,0.825,2.407219377603633,0.17500000000000004
5,1.0,10000,1,8,0.6474,13.059010581681994,0.3526
10,1.0,10000,1,8,0.4716,inf,0.5284
2,1.0,10000,2,8,0.949,0.2964585516769195,0.051000000000000045
5,1.0,10000,2,8,0.5528,inf,0.44720000000000004
10,1.0,10000,2,8,0.351,inf,0.649
2,1.0,10000,3,8,0.9875,0.08285093248662992,0.012499999999999956
5,1.0,10000,3,8,0.5806,inf,0.4194
10,1.0,10000,3,8,0.4304,inf,0.5696
2,1.0,10000,4,8,0.891,1.8484433976470878,0.10899999999999999
5,1.0,10000,4,8,0.635,inf,0.365
10,1.0,10000,4,8,0.4075,inf,0.5925
2,1.0,10000,5,8,0.513,16.737886339217322,0.487
5,1.0,10000,5,8,0.6564,7.9041536023514345,0.3436
10,1.0,10000,5,8,0.4655,inf,0.5345
2,1.0,10000,6,8,0.912,1.1547012220024038,0.08799999999999997
5,1.0,10000,6,8,0.4542,inf,0.5458000000000001
10,1.0,10000,6,8,0.4135,inf,0.5865
2,1.0,10000,7,8,0.5,inf,0.5
5,1.0,10000,7,8,0.4088,inf,0.5912
10,1.0,10000,7,8,0.3967,inf,0.6033
2,1.0,10000,8,8,0.9765,0.2036403939356498,0.023499999999999965
5,1.0,10000,8,8,0.6622,inf,0.3378
10,1.0,10000,8,8,0.4144,inf,0.5856
2,1.0,10000,9,8,0.9795,0.12674083121513577,0.020499999999999963
5,1.0,10000,9,8,0.6304,inf,0.36960000000000004
10,1.0,10000,9,8,0.3528,inf,0.6472
2,100.0,10000,0,8,0.9945,0.02174372144337278,0.005499999999999949
5,100.0,10000,0,8,0.6824,4.336235690098876,0.3176
10,100.0,10000,0,8,0.4279,inf,0.5721
2,100.0,10000,1,8,0.9655,0.35338105838699446,0.034499999999999975
5,100.0,10000,1,8,0.7296,3.103256944505191,0.2704
10,100.0,10000,1,8,0.5036,inf,0.49639999999999995
2,100.0,10000,2,8,0.9145,0.644597751410043,0.08550000000000002
5,100.0,10000,2,8,0.471,inf,0.529
10,100.0,10000,2,8,0.2777,inf,0.7222999999999999
2,100.0,10000,3,8,0.992,0.029488398918508494,0.008000000000000007
5,100.0,10000,3,8,0.5574,inf,0.4426
10,100.0,10000,3,8,0.4438,inf,0.5562
2,100.0,10000,4,8,0.9855,0.10144620217711438,0.014499999999999957
5,100.0,10000,4,8,0.5344,inf,0.4656
10,100.0,10000,4,8,0.4577,inf,0.5423
2,100.0,10000,5,8,0.991,0.06331890308912654,0.009000000000000008
5,100.0,10000,5,8,0.5352,inf,0.4648
10,100.0,10000,5,8,0.4586,inf,0.5414
2,100.0,10000,6,8,0.918,0.893123987016921,0.08199999999999996
5,100.0,10000,6,8,0.5726,inf,0.4274
10,100.0,10000,6,8,0.4201,inf,0.5799000000000001
2,100.0,10000,7,8,0.9185,0.9445263615605708,0.08150000000000002
5,100.0,10000,7,8,0.791,2.5775152982124965,0.20899999999999996
10,100.0,10000,7,8,0.502,inf,0.498
2,100.0,10000,8,8,0.8115,2.227411142012782,0.1885
5,100.0,10000,8,8,0.397,inf,0.603
10,100.0,10000,8,8,0.4404,inf,0.5596
2,100.0,10000,9,8,0.993,0.03881446857962379,0.007000000000000006
5,100.0,10000,9,8,0.5502,inf,0.4498
10,100.0,10000,9,8,0.48,inf,0.52
2,0.01,10000,0,9,0.5,1.1828238036443426,0.5
5,0.01,10000,0,9,0.6696,inf,0.3304
10,0.01,10000,0,9,0.2719,inf,0.7281
2,0.01,10000,1,9,0.9855,0.20140024552109737,0.014499999999999957
5,0.01,10000,1,9,0.5616,inf,0.4384
10,0.01,10000,1,9,0.1483,inf,0.8517
2,0.01,10000,2,9,0.5,1.149352937143332,0.5
5,0.01,10000,2,9,0.5466,inf,0.4534
10,0.01,10000,2,9,0.2132,inf,0.7867999999999999
2,0.01,10000,3,9,0.8835,1.3736352075865965,0.11650000000000005
5,0.01,10000,3,9,0.5346,2.3406449871976456,0.46540000000000004
10,0.01,10000,3,9,0.1815,inf,0.8185
2,0.01,10000,4,9,0.5,1.4087372274706085,0.5
5,0.01,10000,4,9,0.4456,2.3400374668583037,0.5544
10,0.01,10000,4,9,0.142,inf,0.858
2,0.01,10000,5,9,0.5,inf,0.5
5,0.01,10000,5,9,0.3984,inf,0.6016
10,0.01,10000,5,9,0.2735,inf,0.7264999999999999
2,0.01,10000,6,9,0.932,1.3078448372389848,0.06799999999999995
5,0.01,10000,6,9,0.281,inf,0.719
10,0.01,10000,6,9,0.1001,inf,0.8999
2,0.01,10000,7,9,0.6525,24.275896336452796,0.34750000000000003
5,0.01,10000,7,9,0.4824,inf,0.5176000000000001
10,0.01,10000,7,9,0.205,inf,0.795
2,0.01,10000,8,9,0.975,0.2642581343033362,0.025000000000000022
5,0.01,10000,8,9,0.3344,2.870963049573875,0.6656
10,0.01,10000,8,9,0.1081,inf,0.8919
2,0.01,10000,9,9,0.983,0.16905510339468516,0.017000000000000015
5,0.01,10000,9,9,0.4372,inf,0.5628
10,0.01,10000,9,9,0.1943,inf,0.8057
2,1.0,10000,0,9,0.689,8.795610252982485,0.31100000000000005
5,1.0,10000,0,9,0.608,inf,0.392
10,1.0,10000,0,9,0.3479,inf,0.6521
2,1.0,10000,1,9,0.9805,0.17628481590886677,0.019499999999999962
5,1.0,10000,1,9,0.5842,inf,0.41579999999999995
10,1.0,10000,1,9,0.4207,inf,0.5792999999999999
2,1.0,10000,2,9,0.991,0.10973067039078006,0.009000000000000008
5,1.0,10000,2,9,0.6684,7.389383142751292,0.3316
10,1.0,10000,2,9,0.4676,inf,0.5324
2,1.0,10000,3,9,0.913,0.6514752301230942,0.08699999999999997
5,1.0,10000,3,9,0.547,inf,0.45299999999999996
10,1.0,10000,3,9,0.3924,inf,0.6075999999999999
2,1.0,10000,4,9,0.9995,0.0013238210070520193,0.0004999999999999449
5,1.0,10000,4,9,0.744,2.9117325830502874,0.256
10,1.0,10000,4,9,0.3326,inf,0.6674
2,1.0,10000,5,9,0.9895,0.0889988591297794,0.010499999999999954
5,1.0,10000,5,9,0.5686,8.800027035003495,0.4314
10,1.0,10000,5,9,0.4549,inf,0.5450999999999999
2,1.0,10000,6,9,0.9895,0.11540315002343268,0.010499999999999954
5,1.0,10000,6,9,0.6124,10.874865985007052,0.38759999999999994
10,1.0,10000,6,9,0.3547,inf,0.6453
2,1.0,10000,7,9,0.975,0.28763482971657267,0.025000000000000022
5,1.0,10000,7,9,0.6294,inf,0.37060000000000004
10,1.0,10000,7,9,0.3387,inf,0.6613
2,1.0,10000,8,9,0.949,0.6735746910369935,0.051000000000000045
5,1.0,10000,8,9,0.5118,inf,0.48819999999999997
10,1.0,10000,8,9,0.5167,inf,0.48329999999999995
2,1.0,10000,9,9,0.9855,0.22208442275094084,0.014499999999999957
5,1.0,10000,9,9,0.7394,6.414753878854685,0.26060000000000005
10,1.0,10000,9,9,0.3773,inf,0.6227
2,100.0,10000,0,9,0.9865,0.09747582342514187,0.013499999999999956
5,100.0,10000,0,9,0.6442,inf,0.3558
10,100.0,10000,0,9,0.4177,inf,0.5823
2,100.0,10000,1,9,0.999,0.002282521550934364,0.0010000000000000009
5,100.0,10000,1,9,0.6446,6.371591767474223,0.35540000000000005
10,100.0,10000,1,9,0.4824,inf,0.5176000000000001
2,100.0,10000,2,9,0.9795,0.16361375804830708,0.020499999999999963
5,100.0,10000,2,9,0.7422,3.7307995770390714,0.25780000000000003
10,100.0,10000,2,9,0.438,inf,0.562
2,100.0,10000,3,9,0.956,0.29693296612550873,0.04400000000000004
5,100.0,10000,3,9,0.8562,1.5919521020337413,0.14380000000000004
10,100.0,10000,3,9,0.3911,inf,0.6089
2,100.0,10000,4,9,0.805,2.542967997893766,0.19499999999999995
5,100.0,10000,4,9,0.8542,1.2543178931993895,0.14580000000000004
10,100.0,10000,4,9,0.4676,inf,0.5324
2,100.0,10000,5,9,0.9905,0.061802949687235764,0.009499999999999953
5,100.0,10000,5,9,0.6124,inf,0.38759999999999994
10,100.0,10000,5,9,0.5413,inf,0.4587
2,100.0,10000,6,9,0.934,0.6789529152664121,0.06599999999999995
5,100.0,10000,6,9,0.875,1.1364996055459353,0.125
10,100.0,10000,6,9,0.3897,inf,0.6103000000000001
2,100.0,10000,7,9,0.9795,0.18287534909167508,0.020499999999999963
5,100.0,10000,7,9,0.7032,3.4149918174677163,0.29679999999999995
10,100.0,10000,7,9,0.446,inf,0.554
2,100.0,10000,8,9,0.959,0.2955687864860134,0.041000000000000036
5,100.0,10000,8,9,0.6276,inf,0.37239999999999995
10,100.0,10000,8,9,0.2895,inf,0.7105
2,100.0,10000,9,9,0.991,0.04877541490505169,0.009000000000000008
5,100.0,10000,9,9,0.481,inf,0.519
10,100.0,10000,9,9,0.5255,inf,0.47450000000000003
2,0.01,10000,0,10,0.975,0.18839881896992886,0.025000000000000022
5,0.01,10000,0,10,0.3858,inf,0.6142000000000001
10,0.01,10000,0,10,0.2505,inf,0.7495
2,0.01,10000,1,10,0.8135,4.003884431320069,0.1865
5,0.01,10000,1,10,0.2376,2.2335839688558203,0.7624
10,0.01,10000,1,10,0.3797,inf,0.6203000000000001
2,0.01,10000,2,10,0.8615,2.3938464753142354,0.13849999999999996
5,0.01,10000,2,10,0.4784,inf,0.5216000000000001
10,0.01,10000,2,10,0.2723,inf,0.7277
2,0.01,10000,3,10,0.5635,28.426568263006107,0.4365
5,0.01,10000,3,10,0.4198,inf,0.5802
10,0.01,10000,3,10,0.2231,inf,0.7769
2,0.01,10000,4,10,0.901,1.7066927961989713,0.09899999999999998
5,0.01,10000,4,10,0.3594,2.3967679080554944,0.6406000000000001
10,0.01,10000,4,10,0.2365,inf,0.7635000000000001
2,0.01,10000,5,10,0.5,1.2363940068866244,0.5
5,0.01,10000,5,10,0.5158,1.4727472373062402,0.48419999999999996
10,0.01,10000,5,10,0.1866,inf,0.8134
2,0.01,10000,6,10,0.9815,0.21303501698100122,0.01849999999999996
5,0.01,10000,6,10,0.2146,inf,0.7854
10,0.01,10000,6,10,0.162,inf,0.838
2,0.01,10000,7,10,0.6115,36.70277019355811,0.38849999999999996
5,0.01,10000,7,10,0.5338,1.881041605652275,0.46619999999999995
10,0.01,10000,7,10,0.1811,inf,0.8189
2,0.01,10000,8,10,0.671,29.467795874330537,0.32899999999999996
5,0.01,10000,8,10,0.352,inf,0.648
10,0.01,10000,8,10,0.1887,inf,0.8113
2,0.01,10000,9,10,0.9205,2.9260156232653203,0.07950000000000002
5,0.01,10000,9,10,0.5798,2.4082021587378293,0.4202
10,0.01,10000,9,10,0.1148,inf,0.8852
2,1.0,10000,0,10,0.6595,8.821751109231109,0.3405
5,1.0,10000,0,10,0.8216,3.4670065134260644,0.1784
10,1.0,10000,0,10,0.4238,inf,0.5762
2,1.0,10000,1,10,0.929,0.9619914192342285,0.07099999999999995
5,1.0,10000,1,10,0.909,1.0415196458065379,0.09099999999999997
10,1.0,10000,1,10,0.4838,inf,0.5162
2,1.0,10000,2,10,0.9545,0.9278893794433575,0.045499999999999985
5,1.0,10000,2,10,0.6812,inf,0.3188
10,1.0,10000,2,10,0.4589,inf,0.5411
2,1.0,10000,3,10,0.9695,0.3232218680309994,0.03049999999999997
5,1.0,10000,3,10,0.5888,inf,0.4112
10,1.0,10000,3,10,0.5905,inf,0.4095
2,1.0,10000,4,10,0.9835,0.09381358923963427,0.01649999999999996
5,1.0,10000,4,10,0.8708,1.978988759520234,0.12919999999999998
10,1.0,10000,4,10,0.3113,inf,0.6887
2,1.0,10000,5,10,0.9365,0.776225783032043,0.0635
5,1.0,10000,5,10,0.8584,4.340299018946564,0.14159999999999995
10,1.0,10000,5,10,0.3722,inf,0.6278
2,1.0,10000,6,10,0.986,0.10450469770072743,0.014000000000000012
5,1.0,10000,6,10,0.5554,inf,0.4446
10,1.0,10000,6,10,0.4959,inf,0.5041
2,1.0,10000,7,10,0.9845,0.12304278029025922,0.015499999999999958
5,1.0,10000,7,10,0.8,4.117348474942427,0.19999999999999996
10,1.0,10000,7,10,0.3866,inf,0.6134
2,1.0,10000,8,10,0.685,7.82501523571471,0.31499999999999995
5,1.0,10000,8,10,0.5708,inf,0.4292
10,1.0,10000,8,10,0.4329,inf,0.5670999999999999
2,1.0,10000,9,10,0.983,0.21392935147754805,0.017000000000000015
5,1.0,10000,9,10,0.5468,inf,0.45320000000000005
10,1.0,10000,9,10,0.5364,inf,0.4636
2,100.0,10000,0,10,0.9315,0.8911385959823135,0.0685
5,100.0,10000,0,10,0.556,inf,0.44399999999999995
10,100.0,10000,0,10,0.5116,inf,0.48839999999999995
2,100.0,10000,1,10,0.8955,1.3071287656672355,0.10450000000000004
5,100.0,10000,1,10,0.8468,1.556940829059556,0.1532
10,100.0,10000,1,10,0.4247,inf,0.5752999999999999
2,100.0,10000,2,10,0.9965,0.023224780087104473,0.0034999999999999476
5,100.0,10000,2,10,0.5534,inf,0.4466
10,100.0,10000,2,10,0.516,inf,0.484
2,100.0,10000,3,10,0.993,0.04861263570663088,0.007000000000000006
5,100.0,10000,3,10,0.491,inf,0.509
10,100.0,10000,3,10,0.5491,inf,0.45089999999999997
2,100.0,10000,4,10,0.991,0.09919623162720236,0.009000000000000008
5,100.0,10000,4,10,0.526,inf,0.474
10,100.0,10000,4,10,0.5225,inf,0.47750000000000004
2,100.0,10000,5,10,0.9845,0.13167116831071984,0.015499999999999958
5,100.0,10000,5,10,0.63,inf,0.37
10,100.0,10000,5,10,0.5156,inf,0.48440000000000005
2,100.0,10000,6,10,0.9945,0.03816292000823439,0.005499999999999949
5,100.0,10000,6,10,0.609,inf,0.391
10,100.0,10000,6,10,0.4027,inf,0.5972999999999999
2,100.0,10000,7,10,0.996,0.018896727885774265,0.0040000000000000036
5,100.0,10000,7,10,0.719,3.6972268817096627,0.281
10,100.0,10000,7,10,0.3988,inf,0.6012
2,100.0,10000,8,10,0.991,0.0788031087079468,0.009000000000000008
5,100.0,10000,8,10,0.7426,3.7909470590288374,0.25739999999999996
10,100.0,10000,8,10,0.5085,inf,0.49150000000000005
2,100.0,10000,9,10,0.994,0.04733257089925082,0.006000000000000005
5,100.0,10000,9,10,0.7558,inf,0.24419999999999997
10,100.0,10000,9,10,0.4615,inf,0.5385
2,0.01,10000,0,11,0.9965,0.016845816907077635,0.0034999999999999476
5,0.01,10000,0,11,0.5542,inf,0.4458
10,0.01,10000,0,11,0.362,inf,0.638
2,0.01,10000,1,11,0.5345,79.56856666699206,0.4655
5,0.01,10000,1,11,0.5678,2.245246783044236,0.43220000000000003
10,0.01,10000,1,11,0.1093,inf,0.8907
2,0.01,10000,2,11,0.9685,0.6765457857638849,0.03149999999999997
5,0.01,10000,2,11,0.4148,1.9866185822551574,0.5851999999999999
10,0.01,10000,2,11,0.163,inf,0.837
2,0.01,10000,3,11,0.7345,10.897842556914044,0.26549999999999996
5,0.01,10000,3,11,0.584,1.5687940659536177,0.41600000000000004
10,0.01,10000,3,11,0.1982,inf,0.8018000000000001
2,0.01,10000,4,11,0.553,38.95717101122783,0.44699999999999995
5,0.01,10000,4,11,0.4424,2.6905646470932876,0.5576
10,0.01,10000,4,11,0.2064,inf,0.7936
2,0.01,10000,5,11,0.851,3.755117111822146,0.14900000000000002
5,0.01,10000,5,11,0.5064,4.064217585299184,0.49360000000000004
10,0.01,10000,5,11,0.2809,inf,0.7191000000000001
2,0.01,10000,6,11,0.577,1.353719689869398,0.42300000000000004
5,0.01,10000,6,11,0.6566,9.15140832105656,0.34340000000000004
10,0.01,10000,6,11,0.1978,inf,0.8022
2,0.01,10000,7,11,0.9225,0.8218528281856174,0.07750000000000001
5,0.01,10000,7,11,0.429,inf,0.571
10,0.01,10000,7,11,0.3062,inf,0.6938
2,0.01,10000,8,11,0.871,9.326715326372556,0.129
5,0.01,10000,8,11,0.3056,2.448732696841634,0.6944
10,0.01,10000,8,11,0.2329,inf,0.7671
2,0.01,10000,9,11,0.994,0.04693824415302767,0.006000000000000005
5,0.01,10000,9,11,0.5916,1.8404255630912074,0.4084
10,0.01,10000,9,11,0.2673,inf,0.7327
2,1.0,10000,0,11,0.985,0.18886902843634193,0.015000000000000013
5,1.0,10000,0,11,0.6268,15.611941842444125,0.3732
10,1.0,10000,0,11,0.5826,inf,0.4174
2,1.0,10000,1,11,0.9555,0.43348968069683613,0.044499999999999984
5,1.0,10000,1,11,0.768,inf,0.23199999999999998
10,1.0,10000,1,11,0.4774,inf,0.5226
2,1.0,10000,2,11,0.9925,0.05360683278528273,0.007499999999999951
5,1.0,10000,2,11,0.5624,inf,0.4376
10,1.0,10000,2,11,0.4606,inf,0.5394
2,1.0,10000,3,11,0.803,4.112982345139492,0.19699999999999995
5,1.0,10000,3,11,0.7432,inf,0.25680000000000003
10,1.0,10000,3,11,0.6023,inf,0.39770000000000005
2,1.0,10000,4,11,0.9725,0.2755194298810029,0.02749999999999997
5,1.0,10000,4,11,0.8484,2.413798106269677,0.15159999999999996
10,1.0,10000,4,11,0.4389,inf,0.5610999999999999
2,1.0,10000,5,11,0.988,0.11452994632582959,0.01200000000000001
5,1.0,10000,5,11,0.549,inf,0.45099999999999996
10,1.0,10000,5,11,0.4383,inf,0.5617
2,1.0,10000,6,11,0.9615,0.40706358040745816,0.03849999999999998
5,1.0,10000,6,11,0.7568,inf,0.24319999999999997
10,1.0,10000,6,11,0.3801,inf,0.6199
2,1.0,10000,7,11,0.9745,0.3270027536363307,0.025499999999999967
5,1.0,10000,7,11,0.76,6.520851618372171,0.24
10,1.0,10000,7,11,0.4007,inf,0.5992999999999999
2,1.0,10000,8,11,0.9115,1.3961275313379065,0.08850000000000002
5,1.0,10000,8,11,0.7448,3.616305348139932,0.2552
10,1.0,10000,8,11,0.4059,inf,0.5941000000000001
2,1.0,10000,9,11,0.985,0.1207600876528109,0.015000000000000013
5,1.0,10000,9,11,0.7044,6.486178889284266,0.2956
10,1.0,10000,9,11,0.5045,inf,0.49550000000000005
2,100.0,10000,0,11,0.977,0.22321697456733824,0.02300000000000002
5,100.0,10000,0,11,0.548,8.678264438483605,0.45199999999999996
10,100.0,10000,0,11,0.5307,inf,0.46930000000000005
2,100.0,10000,1,11,0.909,0.951845835559983,0.09099999999999997
5,100.0,10000,1,11,0.624,inf,0.376
10,100.0,10000,1,11,0.5358,inf,0.46419999999999995
