n_classes,C,max_iter,seed,n_train,acc,xent,err
2,100.0,10000,2,2,0.46335697399527187,inf,0.5366430260047281
5,100.0,10000,2,2,0.23915158591165597,inf,0.760848414088344
10,100.0,10000,2,2,0.1273,inf,0.8727
2,100.0,10000,3,2,0.5366430260047281,inf,0.46335697399527187
5,100.0,10000,3,2,0.2687293247713563,inf,0.7312706752286438
10,100.0,10000,3,2,0.1972,inf,0.8028
2,100.0,10000,4,2,0.7304964539007093,18.74391562168076,0.2695035460992907
5,100.0,10000,4,2,0.22981124732438218,inf,0.7701887526756178
10,100.0,10000,4,2,0.1154,inf,0.8846
2,100.0,10000,5,2,0.5366430260047281,inf,0.46335697399527187
5,100.0,10000,5,2,0.3074528118310955,inf,0.6925471881689045
10,100.0,10000,5,2,0.1355,inf,0.8645
2,100.0,10000,6,2,0.46335697399527187,inf,0.5366430260047281
5,100.0,10000,6,2,0.3132905234481417,inf,0.6867094765518583
10,100.0,10000,6,2,0.1755,inf,0.8245
2,100.0,10000,7,2,0.7404255319148936,22.89247536423212,0.2595744680851064
5,100.0,10000,7,2,0.2031523642732049,inf,0.7968476357267951
10,100.0,10000,7,2,0.1104,inf,0.8896
2,100.0,10000,8,2,0.5366430260047281,inf,0.46335697399527187
5,100.0,10000,8,2,0.30005837711617045,inf,0.6999416228838296
10,100.0,10000,8,2,0.1334,inf,0.8666
2,100.0,10000,9,2,0.984869976359338,0.5500612489095411,0.01513002364066196
5,100.0,10000,9,2,0.3697217357462541,inf,0.6302782642537459
10,100.0,10000,9,2,0.139,inf,0.861
2,0.01,10000,0,3,0.9858156028368794,0.12950461693886844,0.014184397163120588
5,0.01,10000,0,3,0.20081727962638646,inf,0.7991827203736135
10,0.01,10000,0,3,0.1139,inf,0.8861
2,0.01,10000,1,3,0.5366430260047281,inf,0.46335697399527187
5,0.01,10000,1,3,0.44775248102743725,inf,0.5522475189725627
10,0.01,10000,1,3,0.2729,inf,0.7271000000000001
2,0.01,10000,2,3,0.9853427895981087,0.08527717032254993,0.014657210401891274
5,0.01,10000,2,3,0.34384121424401637,inf,0.6561587857559836
10,0.01,10000,2,3,0.1384,inf,0.8616
2,0.01,10000,3,3,0.9460992907801419,0.517419093070413,0.05390070921985812
5,0.01,10000,3,3,0.39482389569955245,inf,0.6051761043004475
10,0.01,10000,3,3,0.1539,inf,0.8461
2,0.01,10000,4,3,0.8888888888888888,1.305904710744128,0.11111111111111116
5,0.01,10000,4,3,0.47285464098073554,inf,0.5271453590192645
10,0.01,10000,4,3,0.1902,inf,0.8098
2,0.01,10000,5,3,0.9952718676122931,0.05489140915247023,0.004728132387706863
5,0.01,10000,5,3,0.3944347149250827,inf,0.6055652850749174
10,0.01,10000,5,3,0.2516,inf,0.7484
2,0.01,10000,6,3,0.9947990543735225,0.03697972602617112,0.005200945626477549
5,0.01,10000,6,3,0.44833625218914186,inf,0.5516637478108581
10,0.01,10000,6,3,0.2218,inf,0.7782
2,0.01,10000,7,3,0.9517730496453901,0.5845163838418768,0.04822695035460989
5,0.01,10000,7,3,0.35707336057598754,inf,0.6429266394240125
10,0.01,10000,7,3,0.2036,inf,0.7964
2,0.01,10000,8,3,0.46335697399527187,inf,0.5366430260047281
5,0.01,10000,8,3,0.5325938898618409,inf,0.46740611013815914
10,0.01,10000,8,3,0.1681,inf,0.8319
2,0.01,10000,9,3,0.9919621749408983,0.05038661054718129,0.008037825059101666
5,0.01,10000,9,3,0.3216579100992411,inf,0.6783420899007588
10,0.01,10000,9,3,0.1503,inf,0.8497
2,1.0,10000,0,3,0.9867612293144208,0.23118054214015624,0.013238770685579215
5,1.0,10000,0,3,0.39657520918466627,inf,0.6034247908153337
10,1.0,10000,0,3,0.1946,inf,0.8054
2,1.0,10000,1,3,0.9735224586288416,0.46744424031877607,0.02647754137115843
5,1.0,10000,1,3,0.3290523448141662,inf,0.6709476551858338
10,1.0,10000,1,3,0.1816,inf,0.8184
2,1.0,10000,2,3,0.5366430260047281,inf,0.46335697399527187
5,1.0,10000,2,3,0.33586300836738664,inf,0.6641369916326134
10,1.0,10000,2,3,0.1868,inf,0.8132
2,1.0,10000,3,3,0.9635933806146572,0.2632781845937555,0.03640661938534284
5,1.0,10000,3,3,0.33703055069079585,inf,0.6629694493092042
10,1.0,10000,3,3,0.2265,inf,0.7735
2,1.0,10000,4,3,0.9763593380614657,0.24686742359080766,0.023640661938534313
5,1.0,10000,4,3,0.3866510994356879,inf,0.6133489005643121
10,1.0,10000,4,3,0.1756,inf,0.8244
2,1.0,10000,5,3,0.8992907801418439,1.8593479536263366,0.10070921985815606
5,1.0,10000,5,3,0.4244016345592528,inf,0.5755983654407473
10,1.0,10000,5,3,0.1388,inf,0.8612
2,1.0,10000,6,3,0.9725768321513002,0.290467603687513,0.027423167848699803
5,1.0,10000,6,3,0.5271453590192644,inf,0.4728546409807356
10,1.0,10000,6,3,0.2067,inf,0.7933
2,1.0,10000,7,3,0.9791962174940898,0.12574181687364602,0.020803782505910196
5,1.0,10000,7,3,0.5259778166958552,inf,0.4740221833041448
10,1.0,10000,7,3,0.2583,inf,0.7417
2,1.0,10000,8,3,0.9574468085106383,0.607862745064015,0.04255319148936165
5,1.0,10000,8,3,0.3568787701887527,inf,0.6431212298112473
10,1.0,10000,8,3,0.1426,inf,0.8573999999999999
2,1.0,10000,9,3,0.7886524822695036,2.5846771575704115,0.21134751773049643
5,1.0,10000,9,3,0.5152753453979373,inf,0.4847246546020627
10,1.0,10000,9,3,0.1594,inf,0.8406
2,100.0,10000,0,3,0.6174940898345154,55.1123391363068,0.38250591016548463
5,100.0,10000,0,3,0.3778945320101187,inf,0.6221054679898813
10,100.0,10000,0,3,0.1178,inf,0.8822
2,100.0,10000,1,3,0.9711583924349881,0.6459211479238994,0.028841607565011862
5,100.0,10000,1,3,0.39482389569955245,inf,0.6051761043004475
10,100.0,10000,1,3,0.1793,inf,0.8207
2,100.0,10000,2,3,0.5366430260047281,inf,0.46335697399527187
5,100.0,10000,2,3,0.43257443082311736,inf,0.5674255691768826
10,100.0,10000,2,3,0.2036,inf,0.7964
2,100.0,10000,3,3,0.46335697399527187,inf,0.5366430260047281
5,100.0,10000,3,3,0.4432769021210352,inf,0.5567230978789648
10,100.0,10000,3,3,0.2516,inf,0.7484
2,100.0,10000,4,3,0.9687943262411347,0.9908763873542874,0.031205673758865293
5,100.0,10000,4,3,0.36952714535901926,inf,0.6304728546409808
10,100.0,10000,4,3,0.0996,inf,0.9004
2,100.0,10000,5,3,0.9895981087470449,0.38843106868539745,0.010401891252955098
5,100.0,10000,5,3,0.3448141661801907,inf,0.6551858338198093
10,100.0,10000,5,3,0.1412,inf,0.8588
2,100.0,10000,6,3,0.4695035460992908,inf,0.5304964539007092
5,100.0,10000,6,3,0.20548744892002335,inf,0.7945125510799766
10,100.0,10000,6,3,0.2369,inf,0.7631
2,100.0,10000,7,3,0.5196217494089834,97.65355181106375,0.4803782505910166
5,100.0,10000,7,3,0.3866510994356879,inf,0.6133489005643121
10,100.0,10000,7,3,0.1803,inf,0.8197
2,100.0,10000,8,3,0.46335697399527187,inf,0.5366430260047281
5,100.0,10000,8,3,0.47810858143607704,inf,0.521891418563923
10,100.0,10000,8,3,0.1867,inf,0.8133
2,100.0,10000,9,3,0.5366430260047281,inf,0.46335697399527187
5,100.0,10000,9,3,0.2508270091457482,inf,0.7491729908542518
10,100.0,10000,9,3,0.1547,inf,0.8452999999999999
2,0.01,10000,0,4,0.9947990543735225,0.05379318751202644,0.005200945626477549
5,0.01,10000,0,4,0.46487643510410587,inf,0.5351235648958941
10,0.01,10000,0,4,0.1719,inf,0.8281000000000001
2,0.01,10000,1,4,0.9583924349881797,0.2739103222107669,0.04160756501182028
5,0.01,10000,1,4,0.5547771940066161,inf,0.44522280599338393
10,0.01,10000,1,4,0.2032,inf,0.7968
2,0.01,10000,2,4,0.991016548463357,0.08077738367651868,0.008983451536643039
5,0.01,10000,2,4,0.4964000778361549,inf,0.5035999221638451
10,0.01,10000,2,4,0.167,inf,0.833
2,0.01,10000,3,4,0.9711583924349881,0.18878527887463648,0.028841607565011862
5,0.01,10000,3,4,0.45300642148277875,inf,0.5469935785172213
10,0.01,10000,3,4,0.1096,inf,0.8904
2,0.01,10000,4,4,0.8316784869976359,0.9336670901715813,0.1683215130023641
5,0.01,10000,4,4,0.3487059739248881,inf,0.6512940260751119
10,0.01,10000,4,4,0.2238,inf,0.7762
2,0.01,10000,5,4,0.9872340425531915,0.12443280588576627,0.012765957446808529
5,0.01,10000,5,4,0.6333917104495038,inf,0.3666082895504962
10,0.01,10000,5,4,0.2694,inf,0.7306
2,0.01,10000,6,4,0.908274231678487,0.569266505760069,0.09172576832151302
5,0.01,10000,6,4,0.40708309009534926,inf,0.5929169099046507
10,0.01,10000,6,4,0.1866,inf,0.8134
2,0.01,10000,7,4,0.9966903073286052,0.018547101451500167,0.003309692671394804
5,0.01,10000,7,4,0.40669390932087957,inf,0.5933060906791204
10,0.01,10000,7,4,0.2103,inf,0.7897000000000001
2,0.01,10000,8,4,0.926241134751773,0.6436471373989999,0.07375886524822695
5,0.01,10000,8,4,0.23642732049036777,inf,0.7635726795096323
10,0.01,10000,8,4,0.2685,inf,0.7315
2,0.01,10000,9,4,0.9962174940898345,0.053827766394139345,0.00378250591016549
5,0.01,10000,9,4,0.30998248686514884,inf,0.6900175131348512
10,0.01,10000,9,4,0.2975,inf,0.7025
2,1.0,10000,0,4,0.9938534278959811,0.027012307035851713,0.006146572104018921
5,1.0,10000,0,4,0.5485503016151002,inf,0.4514496983848998
10,1.0,10000,0,4,0.2107,inf,0.7893
2,1.0,10000,1,4,0.9843971631205674,0.09774943577281758,0.015602836879432647
5,1.0,10000,1,4,0.37030550690795877,inf,0.6296944930920412
10,1.0,10000,1,4,0.2141,inf,0.7859
2,1.0,10000,2,4,0.9645390070921985,0.6424562029273864,0.03546099290780147
5,1.0,10000,2,4,0.318739054290718,inf,0.681260945709282
10,1.0,10000,2,4,0.2363,inf,0.7637
2,1.0,10000,3,4,0.8278959810874704,3.7040760539431203,0.17210401891252958
5,1.0,10000,3,4,0.39715898034637087,inf,0.6028410196536291
10,1.0,10000,3,4,0.1481,inf,0.8519
2,1.0,10000,4,4,0.8921985815602836,2.456576940801383,0.10780141843971636
5,1.0,10000,4,4,0.3813971589803464,inf,0.6186028410196536
10,1.0,10000,4,4,0.2153,inf,0.7847
2,1.0,10000,5,4,0.5366430260047281,inf,0.46335697399527187
5,1.0,10000,5,4,0.27359408445222805,inf,0.726405915547772
10,1.0,10000,5,4,0.2895,inf,0.7105
2,1.0,10000,6,4,0.9976359338061466,0.04427658923439869,0.0023640661938534313
5,1.0,10000,6,4,0.46643315820198483,inf,0.5335668417980152
10,1.0,10000,6,4,0.2006,inf,0.7994
2,1.0,10000,7,4,0.9640661938534278,0.6616225397141818,0.035933806146572156
5,1.0,10000,7,4,0.2971395213076474,inf,0.7028604786923526
10,1.0,10000,7,4,0.2086,inf,0.7914
2,1.0,10000,8,4,0.9957446808510638,0.05722002681065638,0.004255319148936176
5,1.0,10000,8,4,0.4514496983848998,inf,0.5485503016151002
10,1.0,10000,8,4,0.1569,inf,0.8431
2,1.0,10000,9,4,0.9513002364066194,1.0380689606239646,0.048699763593380574
5,1.0,10000,9,4,0.44755789064020235,inf,0.5524421093597977
10,1.0,10000,9,4,0.2407,inf,0.7593
2,100.0,10000,0,4,0.6326241134751773,35.59890432524726,0.36737588652482267
5,100.0,10000,0,4,0.23720568203930725,inf,0.7627943179606927
10,100.0,10000,0,4,0.1684,inf,0.8316
2,100.0,10000,1,4,0.9966903073286052,0.09714302509330665,0.003309692671394804
5,100.0,10000,1,4,0.4426931309593306,inf,0.5573068690406694
10,100.0,10000,1,4,0.107,inf,0.893
2,100.0,10000,2,4,0.9962174940898345,0.1881652986971146,0.00378250591016549
5,100.0,10000,2,4,0.3339171044950379,inf,0.666082895504962
10,100.0,10000,2,4,0.2238,inf,0.7762
2,100.0,10000,3,4,0.9962174940898345,0.19378436799262677,0.00378250591016549
5,100.0,10000,3,4,0.3446195757929558,inf,0.6553804242070442
10,100.0,10000,3,4,0.1713,inf,0.8287
2,100.0,10000,4,4,0.8250591016548463,9.394755764087312,0.1749408983451537
5,100.0,10000,4,4,0.4084452228059934,inf,0.5915547771940066
10,100.0,10000,4,4,0.1479,inf,0.8521
2,100.0,10000,5,4,0.8193853427895981,6.16106633737139,0.18061465721040193
5,100.0,10000,5,4,0.23273010313290524,inf,0.7672698968670948
10,100.0,10000,5,4,0.0939,inf,0.9061
2,100.0,10000,6,4,0.5853427895981087,27.838190903486222,0.4146572104018913
5,100.0,10000,6,4,0.303755594473633,inf,0.696244405526367
10,100.0,10000,6,4,0.114,inf,0.886
2,100.0,10000,7,4,0.991016548463357,0.05223817846266073,0.008983451536643039
5,100.0,10000,7,4,0.3603813971589803,inf,0.6396186028410197
10,100.0,10000,7,4,0.2037,inf,0.7963
2,100.0,10000,8,4,0.9952718676122931,0.18755539288513226,0.004728132387706863
5,100.0,10000,8,4,0.3350846468184472,inf,0.6649153531815528
10,100.0,10000,8,4,0.2053,inf,0.7947
2,100.0,10000,9,4,0.9905437352245863,0.22348458122911002,0.009456264775413725
5,100.0,10000,9,4,0.35104105857170653,inf,0.6489589414282935
10,100.0,10000,9,4,0.1016,inf,0.8984
2,0.01,10000,0,5,0.9257683215130024,0.4714450995378292,0.07423167848699763
5,0.01,10000,0,5,0.580463125121619,inf,0.419536874878381
10,0.01,10000,0,5,0.3079,inf,0.6920999999999999
2,0.01,10000,1,5,0.9541371158392435,0.7043978595927382,0.045862884160756456
5,0.01,10000,1,5,0.4284880326911851,inf,0.5715119673088149
10,0.01,10000,1,5,0.2161,inf,0.7839
2,0.01,10000,2,5,0.5366430260047281,inf,0.46335697399527187
5,0.01,10000,2,5,0.5273399494064993,inf,0.4726600505935007
10,0.01,10000,2,5,0.1839,inf,0.8161
2,0.01,10000,3,5,0.9957446808510638,0.028873588918562437,0.004255319148936176
5,0.01,10000,3,5,0.5181942012064604,inf,0.4818057987935396
10,0.01,10000,3,5,0.1653,inf,0.8347
2,0.01,10000,4,5,0.5366430260047281,inf,0.46335697399527187
5,0.01,10000,4,5,0.3705000972951936,inf,0.6294999027048064
10,0.01,10000,4,5,0.2078,inf,0.7922
2,0.01,10000,5,5,0.9914893617021276,0.1307874264959547,0.008510638297872353
5,0.01,10000,5,5,0.4368554193422845,inf,0.5631445806577156
10,0.01,10000,5,5,0.2476,inf,0.7524
2,0.01,10000,6,5,0.9971631205673759,0.018389283147671225,0.0028368794326241176
5,0.01,10000,6,5,0.5837711617046117,7.874089411196081,0.41622883829538826
10,0.01,10000,6,5,0.1806,inf,0.8194
2,0.01,10000,7,5,0.46335697399527187,inf,0.5366430260047281
5,0.01,10000,7,5,0.5734578711811636,inf,0.42654212881883635
10,0.01,10000,7,5,0.2579,inf,0.7421
2,0.01,10000,8,5,0.891725768321513,1.4303985433546227,0.10827423167848704
5,0.01,10000,8,5,0.26425374586495426,inf,0.7357462541350457
10,0.01,10000,8,5,0.3288,inf,0.6712
2,0.01,10000,9,5,0.9465721040189126,0.7998070618116336,0.05342789598108744
5,0.01,10000,9,5,0.5267561782447947,inf,0.4732438217552053
10,0.01,10000,9,5,0.2754,inf,0.7246
2,1.0,10000,0,5,0.5366430260047281,inf,0.46335697399527187
5,1.0,10000,0,5,0.33605759875462154,inf,0.6639424012453785
10,1.0,10000,0,5,0.2294,inf,0.7706
2,1.0,10000,1,5,0.9810874704491725,0.16917291327958728,0.01891252955082745
5,1.0,10000,1,5,0.49951352403191285,inf,0.5004864759680872
10,1.0,10000,1,5,0.1696,inf,0.8304
2,1.0,10000,2,5,0.9966903073286052,0.05568215151218869,0.003309692671394804
5,1.0,10000,2,5,0.4802490756956606,inf,0.5197509243043394
10,1.0,10000,2,5,0.2629,inf,0.7371
2,1.0,10000,3,5,0.9607565011820332,0.5750955766456893,0.03924349881796685
5,1.0,10000,3,5,0.4296555750145943,inf,0.5703444249854057
10,1.0,10000,3,5,0.264,inf,0.736
2,1.0,10000,4,5,0.9404255319148936,0.6937498024800778,0.05957446808510636
5,1.0,10000,4,5,0.5290912628916131,inf,0.4709087371083869
10,1.0,10000,4,5,0.2599,inf,0.7401
2,1.0,10000,5,5,0.9645390070921985,0.6791356383737125,0.03546099290780147
5,1.0,10000,5,5,0.6287215411558669,inf,0.37127845884413313
10,1.0,10000,5,5,0.1914,inf,0.8086
2,1.0,10000,6,5,0.9952718676122931,0.024433846848353393,0.004728132387706863
5,1.0,10000,6,5,0.5121618992021794,inf,0.48783810079782064
10,1.0,10000,6,5,0.3523,inf,0.6476999999999999
2,1.0,10000,7,5,0.9938534278959811,0.0730391450124849,0.006146572104018921
5,1.0,10000,7,5,0.460206265810469,inf,0.539793734189531
10,1.0,10000,7,5,0.168,inf,0.832
2,1.0,10000,8,5,0.9962174940898345,0.09297841540543268,0.00378250591016549
5,1.0,10000,8,5,0.4732438217552053,inf,0.5267561782447947
10,1.0,10000,8,5,0.2039,inf,0.7961
2,1.0,10000,9,5,0.9914893617021276,0.13037083214025882,0.008510638297872353
5,1.0,10000,9,5,0.4460011675423234,inf,0.5539988324576766
10,1.0,10000,9,5,0.2778,inf,0.7222
2,100.0,10000,0,5,0.5366430260047281,inf,0.46335697399527187
5,100.0,10000,0,5,0.42187195952519946,inf,0.5781280404748006
10,100.0,10000,0,5,0.1767,inf,0.8233
2,100.0,10000,1,5,0.5366430260047281,inf,0.46335697399527187
5,100.0,10000,1,5,0.19828760459233313,inf,0.8017123954076668
10,100.0,10000,1,5,0.3148,inf,0.6852
2,100.0,10000,2,5,0.9971631205673759,0.11327659385572837,0.0028368794326241176
5,100.0,10000,2,5,0.49348122202763184,inf,0.5065187779723681
10,100.0,10000,2,5,0.2068,inf,0.7932
